articleBody,bajada,headline,link,section,source,volanta
"El director de cine Juan José Campanella, ferviente militante de Cambiemos en las redes sociales, lanzó una inesperada advertencia a los encargados de la campaña electoral oficialista en la previa a las elecciones y encendió todas las alarmas. A siete días de los comicios, el cineasta se expresó a través de sus redes sociales y afirmó que no le gusta ""nada"" tanto ""triunfalismo antes del estreno"", trazando un paralelismo con sus películas. Ante ello, agregó: ""Siempre que caí en esa me fue mal"", anticipando un ""achanchamiento"" de Cambiemos en la recta final a las elecciones donde Cristina Kirchner venció en la Provincia en las elecciones primarias.     Embed    No me gusta nada tanto triunfalismo antes del estreno. Siempre que caí en esa me fue mal. — Juan José Campanella (@juancampanella) 16 de octubre de 2017",El cineasta lanzó una lapidaria advertencia al gobierno de Mauricio Macri en la previa a las elecciones legislativas de la semana próxima.,"El fuerte pedido de Cristina por Maldonado: ""Todavía no sabemos dónde está""",http://www.eldestapeweb.com//la-inesperada-premonicion-electoral-campanella-que-preocupa-cambiemos-n34680,Elecciones 2017,eldestapeweb,Elecciones 2017
"El histórico empresario Carlos Spadone, que comenzó su carrera política junto con Perón en Puerta de Hierro y que supo estar muy cerca de Carlos Menem, como asesor con rango de secretario de Estado, reveló que ""ahora ya no te piden un 30% de coima"" sino que ahora, con el gobierno de Macri, ""con 3 se arreglan"". ""No te piden un 30 % como pedía Jaime o López o De Vido, ahora con un 3% se arreglan"", contó Spadone, quien además justificó tal accionar ya que ""alguien que tenga una comisión por la venta o la compra"" le parece ""lógico"". Por otro lado, defendió a los empresarios que están en el gobierno desde la llegada de Macri, ya que ""tratan de hacer las cosas sin pedir sobreprecios en las licitaciones, sin coimear ni que los coimeen"". En este sentido, habló del jefe de gabinete Marcos Peña como ""un tipo macanudo"", y consideró que el ministro del Interior Rogelio Frigerio es ""excelente"". En una entrevista con La Política Online, Spadone también tuvo palabras duras para ""La Patria Contratista"", grupo en el que también se identificaba a Franco Macri, padre del presidente: ""Estuvieron con Menem desde el primer día, estuvieron con Cámpora, con Isabel"", detalló.","Un hombre cercano a la administración nacional aseguró que antes ""se les iba la mano"", contó que ahora ""se pide menos"" e hizo crujir a Cambiemos.",Macri ya tendría elegido al primer funcionario que despedirá,http://www.eldestapeweb.com//escandalo-importante-empresario-revelo-el-porcentaje-coimas-que-pide-el-gobierno-n34679,Política,eldestapeweb,Macri Presidente
"Cristina Kirchner cierra oficialmente su campaña para senadora nacional en un acto masivo en el estadio Presidente Juan Domingo Perón, del Racing Club de Avellaneda. La ex Presidenta hablará cerca de las 16:30 horas como cierre de un acto que tendrá gran parte de la liturgia peronista. Pasadas las 15 y ante un marco imponente y con la conducción de Pedro Rosemblat, El Cadete de Navarro, comenzó a sonar la canción de Nino Bravo Un Beso y Una Flor, y ante ello, la agrupación juvenil La Cámpora desplegó una enorme bandera en referencia al futuro de la ex mandataria: ""Te juro que mañana volveré"".    Embed    ""Te juro que mañana volveré"", la bandera que desplegó La Cámpora al ritmo de Nino Bravo en el acto de #CristinaEnRacing pic.twitter.com/O6N775cL0e — El Destape (@eldestapeweb) 16 de octubre de 2017         El estado abrió sus puertas a las 12, aunque los primeros actos tendrán lugar a partir de las 14:00. Se espera que hable el segundo en la lista de senadores, Jorge Taiana, como preludio al discurso de CFK, que será alrededor de las 16:30, según dijeron fuentes de Unidad Ciudadana a El Destape.","Al ritmo de Nino Bravo, el estadio de Racing se paralizó cuando la agrupación juvenil desplegó una sorpresa para la ex mandataria.","El fuerte pedido de Cristina por Maldonado: ""Todavía no sabemos dónde está""",http://www.eldestapeweb.com//la-enorme-bandera-musical-que-desplego-la-campora-cristina-kirchner-n34678,Política,eldestapeweb,Elecciones 2017
"Cristina Kirchner cierra oficialmente su campaña para senadora nacional en un acto masivo en el estadio Presidente Juan Domingo Perón, del Racing Club de Avellaneda. La ex Presidenta hablará cerca de las 16:30 horas como cierre de un acto que tendrá gran parte de la liturgia peronista. El estado abrió sus puertas a las 12, aunque los primeros actos tendrán lugar a partir de las 14:00. Se espera que hable el segundo en la lista de senadores, Jorge Taiana, como preludio al discurso de CFK, que será alrededor de las 16:30, según dijeron fuentes de Unidad Ciudadana a El Destape.     Embed         El acto tiene lugar un día antes de un día emblemático para el peronismo: el 17 de octubre, el Día de la Lealtad. Esto se notará en la puesta en escena, en donde abundarán las organizaciones políticas, sociales y sindicales del arco peronista-kirchnerista, además de los intendentes del conurbano que sostienen la candidatura de CFK. Además, las familias que quieran podrán asistir al campo de juego para estar más cerca de la ex mandataria, dijeron desde Unidad Ciudadana. A las 14 habrá shows previos con la misma gente y desde el escenario.",Decenas de miles de personas coparon el estadio de Racing de Avellaneda a la espera de las definiciones de la candidata a senadora de la oposición.,"El fuerte pedido de Cristina por Maldonado: ""Todavía no sabemos dónde está""",http://www.eldestapeweb.com//ahora-segui-vivo-el-acto-cierre-campana-cristina-kirchner-n34677,Política,eldestapeweb,Elecciones 2017
"La conductora Mirtha Legrand defenestró a la legisladora oficialista y candidata a diputada nacional por la Ciudad de Buenos Aires, Elisa Carrio, por ser una de las diputadas con más inasistencias en el Congreso. Durante 2016, se ausentó al 69,16 por ciento de las votaciones de la Cámara baja, según el relevamiento que realizó el diario la Nación.    Embed         Al respecto, Legrand no dudó en referirse a ese tema en su programa del sábado y lanzó una picante indirecta hacia Carrió sin antes aclarar: “Yo la quiero muchísimo a Lilita pero debo decir que tiene baja asistencia”. Y disparó: “Si yo fuera diputada no pierdo un día de cumplir mi trabajo, ni un día”. En una entrevista con Luis Majul, Carrió se defendió de estas críticas. ""Sí, es cierto que falté al 30, pero asistí al 70% de las sesiones"", fue su inesperada manera de defender su labor como parlamentaria.",La diva de los Almuerzos destrozó a la legisladora al ser la que más inasistencias tiene en el Parlamento.,Carrió no se arrepintió y redobló la apuesta contra Santiago Maldonado,http://www.eldestapeweb.com//la-cruda-critica-mirtha-legrand-carrio-su-ausencia-el-congreso-n34676,Elisa Carrió,eldestapeweb,Elisa Carrió
"El Mundial de Rusia 2018 está, por fin, en el horizonte de la Argentina y ya se dio el primero paso: la FIFA definió a los ocho cabezas de serie para la zona de grupos y entre ellos figura la Selección Nacional. En la lista de los 8 clasificados a la cabeza hay varias sorpresas, ya que se definieron según el ránking que elabora la entidad madre del fútbol Mundial y no tuvo en cuenta la historia mundialista de las selecciones. Así, varios ex campeones del Mundo podrían caer en un ""grupo de la Muerte"" con la Albiceleste. Además de Argentina, hay designaciones esperables como Brasil, Alemania, Francia, el campeón de la Eurocopa, Portugal, y Rusia, por ser local. Pero a estos se les suma Bélgica, por su buen presente, y la sorpresa la da la Polonia de Robert Lewandowski. En el segundo nivel hay varias potencias, como Inglaterra, España y Uruguay. En caso de superar el repechaje europeo, a este grupo se le sumarán Suiza e Italia. Colombia y México completa este segmento. Lo inesperado: en caso de derrotar a Nueva Zelanda, Perú entrará aquí. Entre los equipos de tercer nivel, los más fuertes pueden ser Croacia y Dinamarca, en caso de superar el playoff europeo. Aquí se suman Islandia. Estos 3 podrían ""ascender"" si Italia, Suiza o Perú caen en sus repechajes. De este grupo ya están seguros Costa Rica y Egipto y muy probablemente sume a Suecia, Irlanda y Túnez, si no hay sorpresas. Entre los más débiles, Japón, Corea del Sur y Panamá están confirmados. Otro lugar será para el ganador de Honduras-Australia y allí podrían recaer Costa de Marfil, Grecia o Nueva Zelanda (juega contra Perú) si clasifican. Es decir, Argentina podría integrar un grupo de la muerte con España, Inglaterra o Italia, Croacia o Dinamarca y Japón o Nigeria, ya clasificado (podría ser bombo 3 o 4). Inclusive, podría repetir el fatídico grupo del 2002, con los británicos, nigerianos y suecos. En un escenario más favorable, podría compartir grupo con Suiza o Croacia, Islandia o Egipto y Japón o Arabia Saudita. Por reglamento, ningún equipo sudamericano compartirá grupo con otro de la misma confederación y no habrá más de dos europeos por grupo.",El 1 de diciembre se hará el sorteo de los 8 grupos del Mundial. Cuál es el mejor y el peor grupo que podría tocarle al conjunto de Messi.,Sampaoli ya arma la lista mundialista: Mirá quiénes van a Rusia,http://www.eldestapeweb.com//rusia-2018-se-definieron-las-cabezas-serie-y-argentina-es-una-ellas-n34674,MUNDIAL RUSIA 2018,eldestapeweb,MUNDIAL RUSIA 2018
"Hasta las 18 no habrá servicio eléctrico en el Tren Roca. Todos sus ramales se encuentran suspendidos debido a un desperfecto en la Estación de Escalada. No obstante, no es el único medio para llegar a la cancha de Racing en donde a las 14 comenzará el cierre de campaña de Unidad Ciudadana a cargo de Cristina Kirchner. El Cilindro se ubica en las intersecciones de Mozart y Orestes Omar Corbatta, no está lejos de la principal avenida Hipólito Yrigoyen que une todo el Conurbano sur y está a pocas cuadras del shopping Alto Avellaneda, así que son varias las líneas de colectivos que se acercan.    Embed         Los colectivos que te acercan desde Capita Federal y el Conurbano Sur son: Linea 10 (Puente Pacifico - Palermo - Villa Dominico - Sarandi); Línea 277 (Cruce de Lomas, Camino Negro, Lanús, Sarandí - Auchan); Línea 17 (Facultad de Derecho - Wilde ); Linea 22 (Retiro - Quilmes); Línea 24 (Villa del Parque - Cementario de Avellaneda - Wilde - Avellaneda); Línea 33 (Ciudad Universitaria - Retiro - Monte Chingolo - Remedios de Escalada), Línea 74 (Correo Central - Burzaco); Línea 95 (Avellaneda - Facultad de Medicina - Palermo - Estacion Carranza); Línea 98 (Plaza Miserere - Constitucion - Berazategui - Quilmes); Línea 100 (Retiro - Constitucion - Lanús); Línea 129 (Retiro - Congreso - Plaza Miserere - Constitucion - Florencio Varela - La Plata); Línea 148 (Florencio Varela - Plaza Constitucion); Línea 154 (Constitución - Lanús); Línea 178 (Nueva Pompeya - Avellaneda - Florencio Varela - Estación Zeballos); Línea 247 (Barrio San Jeronimo - Rafael Calzada - Villa Dominico - Sarandi - Avellaneda - Fiorito); Línea 271 (Rafael Calzada - Burzaco - Monte Chingolo - Sarandi - San Francisco Solano - Lanús - Cementerio de Lomas - Villa Fiorito); Linea 293 (Avellaneda - Sarandi - Barrio El Dorado - Barrio Don Orione); Linea 295 (Lanús - Cementerio de Avellaneda - Wilde - Barrio Grafico); Linea 373 (San Francisco Solano - Puente Avellaneda); Linea 446 (Lanús - Avellaneda); Linea 570 (Ex Fabrica Siam - Avellaneda - Villa Corina)",El servicio del ferrocarril estará suspendido hasta las 18. Qué líneas de colectivo llegan hasta el estadio donde Cristina cierra su campaña.,"El fuerte pedido de Cristina por Maldonado: ""Todavía no sabemos dónde está""",http://www.eldestapeweb.com//sin-el-tren-roca-que-colectivos-llegan-racing-n34673,Política,eldestapeweb,Colectivos
"El candidato a senador nacional por el frente 1País, Sergio Massa, publicó una carta abierta dedicada a quienes acompañaron a Cristina Kirchner y su frente, Unidad Ciudadana para convencerlos de cara a la próximas elecciones del domingo 22. En su estrategia de colocarse como alternativa entre la propuesta del oficialismo encarnada en Cambiemos y la oposición del kirchnerismo, Massa escribió en la carta, que publicó en su Facebook: ""Quiero hablarte a vos, que sentís que el gobierno debe corregir el rumbo sin usar el chantaje de volver al pasado. A vos que le apostaste a Cristina como incómodo camino para frenar el ajuste, a pesar de que te lastima la corrupción. A vos que quisieras que las cosas cambien, pero para los que siempre sufren, no para los que ganan todo el tiempo"". En su intento de captar parte del voto que hoy tiene la ex Presidenta, Massa definió a 1País como la opción que ""aspira a lo mismo que vos estás buscando"" que es ""más trabajo para los argentinos fortaleciendo las PyMEs"", mayor productividad ""sin robarle derechos a los laburantes"" y ""más dignidad y protección para las personas con discapacidad"". A propósito de esto, Massa pide al electorado que cada voto ""sirva para tu beneficio y no para consolidar el ajuste o peor, como escudo para la impunidad de quienes tienen causas pendientes en la justicia"". Semanas atrás, la ex Presidenta había utilizado el mismo recurso para convocar a los votantes de Sergio Massa y Florencio Randazzo de cara a los comicios generales, para no dispersar el voto opositor y darle un voto castigo al gobierno nacional, que presenta al binomio Esteban Bullrich-Gladys González en la provincia de Buenos Aires.      Embed",El líder del Frente Renovador le habló a quienes acompañaron a Unidad Ciudadana de cara a las elecciones del próximo domingo.,"El fuerte pedido de Cristina por Maldonado: ""Todavía no sabemos dónde está""",http://www.eldestapeweb.com//la-carta-abierta-sergio-massa-los-votantes-cristina-kirchner-n34672,Política,eldestapeweb,Elecciones 2017
"Según informó la empresa estatal, el servicio estará suspendido en los ramales eléctricos Korn, Ezeiza, Claypole y La Plata hasta la tarde “para reparar el incidente en la estación Remedios de Escalada sobre la catenaria afectada”. A las 14 está previsto el acto de cierre de campaña de la candidata por Unidad Ciudadana, Cristina Kirchenr, y cientos de usuarios en Twitter ya denunciaron un sabotaje contra la ex mandataria debido a que todos los ramales del Roca van hasta Avellaneda, donde será el acto en el estadio de Racing. Fuentes gremiales del Tren Roca informaron a El Destape “hasta las 18 no habrá servicio” y detallaron que “el servicio se interrumpió porque explotó un transformador en la estación Escalada y están tratando de solucionarlo”. El Tren Roca es una empresa estatal y privada que une el Conurbano sur con la Ciudad de Buenos Aires. Desde hace tres años se comenzó con la remodelación de las unidades pero desde que asumió Cambiemos las complicaciones en el tren comenzaron a profundizarse, demoras, corte de servicio de forma inesperada y problemas eléctricos. Todos los ramales del Roca pasan por Avellaneda, lugar donde será el cierre de campaña de Unidad Ciudadana.      Embed    ""Si cortamos el tren Roca, la gente no podrá ir al acto de @CFKArgentina en Avellaneda"", parece que razonó un craneo de la-nueva-política. pic.twitter.com/zhfqqfPosf — Federico Otermín (@fotermin) 16 de octubre de 2017            Embed    Cortaron el tren roca!Se les notaaaaa — Juan Carlos Molina (@juanKa_molina) 16 de octubre de 2017            Embed    SABOTAJE EN EL TREN ROCA. Reventaron el #trenRoca para que la gente no pueda viajar. Vocero de Dietrich apagó celulares. #CristinaEnRacing pic.twitter.com/tI85Ifm0xw — Marina Ulloa (@marina_ulloa) 16 de octubre de 2017            Embed      Embed    Sólo voy a cortar el servicio del tren Roca para que los militantes no puedan ir a su acto de cierre de campaña. pic.twitter.com/ajrMEIH4rp — Wing Izquierdo (@WingEzker) 16 de octubre de 2017             Embed    Tele centro, tren roca, van a tirar algo más para boicotear a Cristina? Tirenme la goma — Boya (@bartolomerulli) 16 de octubre de 2017",Por problemas eléctricos no habrá servicio hasta la tarde y en las redes sociales hablan de sabotaje contra el cierre de campaña de Unidad Ciudadana.,Siete policías para detener a un jubilado que toca el bandoneón en la estación de Temperley,http://www.eldestapeweb.com//suspenden-el-servicio-del-tren-roca-horas-antes-del-acto-cristina-racing-n34671,Trenes,eldestapeweb,Trenes
"Hace 75 días que Santiago Maldonado está desaparecido luego de un operativo de Gendarmería en Esquel y una vez más el foco de la investigación se posa sobre el jefe de gabinete de Seguridad nacional, Pablo Noceti, que desde un primer momento la ministra de Seguridad, Patricia Bullrich, intentó despegarlo de todo tipo de responsabilidad. Ahora la fiscal federal Silvina Ávila requirió el registro de las llamadas entrantes y salientes de los teléfonos celulares del jefe de gabinete con el objetivo de revelar una sospecha clave: si el funcionario les anticipó a los escuadrones de la Gendarmería que se haría un peritaje sobre las camionetas de la fuerza. El nuevo juez de la causa, Gustavo Lleral, aún no resolvió si hará lugar a la solicitud del Ministerio Público Fiscal pero según dio conocer el diario La Nación, el magistrado le pidió a la fiscal que reformule el pedido porque se requieren más datos antes de definir la medida. LEÉ MÁS: Carrió, desafiante: ""¿Qué van a decir cuando el tiempo me dé la razón sobre Santiago Maldonado?"" No obstante, desde el Ministerio de Seguridad reconocieron que Noceti había avisado que se haría un peritaje sobre los vehículos que desalojaron la ruta 40 e ingresaron al Pu Lof mapuche de Resistencia en Cushamen pero aclararon que lo hizo para que fueran ""inmovilizados"". ""Recibimos el oficio del juzgado y lo adelantamos telefónicamente. Precisamente por la urgencia, para inmovilizar los vehículos y llevarlos al escuadrón desde donde estuvieran"", justificaron desde la cartera. No es la primera vez que Ávila solicita el registro de las llamadas de los móviles de Noceti, quien estuvo en el lugar el 1º de agosto, luego del procedimiento. Pero el primer juez a cargo del caso, Guido Otranto, rechazó el pedido. Calificadas fuentes con acceso al expediente explicaron a La Nación que se tomó la decisión de repetir el requerimiento porque surgió un nuevo elemento que es un registro detectado en el celular del comandante Fabián Méndez, jefe del escuadrón de El Bolsón. En ese equipo se halló un croquis del Centro de Reunión de Información (CRI) -una mensajería interna de la fuerza- donde se afirmaba que el 3 de agosto, 48 horas después de la desaparición de Maldonado, se recibió una llamada de Noceti. ""Se recepcionó llamado telefónico del ministro de seguridad Pablo Noceti (sic) que [se] libraría oficio judicial a los efectos de realizar pericias a los vehículos utilizados en el operativo"", dice el croquis del CRI que consta en el expediente. La medida de la fiscal Ávila, a sugerencia de la Procuraduría contra la Violencia Institucional (Procuvin), busca dejar en claro cómo fueron las comunicaciones entre el funcionario nacional y los jefes de los escuadrones. La comunicación de Noceti no habría sido la única advertencia que recibió la Gendarmería. Según consta en el expediente judicial, el 5 de agosto, el juez Otranto, por medio de oficios, anunció la medida a los jefes de los escuadrones de El Bolsón y Esquel. ""El día de mañana, 6 de agosto, a partir de las 8, la División Criminalística de la Policía Federal Argentina (PFA) concurrirá para hacer los peritajes ordenados sobre los móviles"", señala una de las fojas del cuerpo II del habeas corpus. Hubo un tercer aviso sobre los peritajes. Se trata de un mensaje de voz de WhatsApp hallado en uno de los teléfonos de los gendarmes: ""Ahí dice que saquen los vehículos"" es el audio que envió un uniformado a un compañero con fecha de recepción el 4 de agosto, 48 horas antes de que se presentara la Policía Científica. El 12 de septiembre el juez Otranto informó que ""las muestras obtenidas en los vehículos de la Gendarmería no son compatibles con las entregadas por la familia de Maldonado"". El estudio fue hecho por el Servicio de Huellas Digitales Genéticas (SHDG) de la UBA. Algunos investigadores se preguntan si el estudio es indubitable. Mientras el caso suma testimonios, los investigadores siguen analizando material fotográfico ya que una foto tomada por la propia Gendarmería en el momento del ingreso de los uniformados al predio podría haber capturado la imagen de Santiago. La imagen capta la casilla de madera que funciona como guardia en el Pu Lof y a dos personas. Según las fuentes, una de ellas tendría características similares a las de Santiago.",La fiscal solicitó el registro de llamadas del jefe de gabinete de Seguridad para determinar si le informó o no sobre los pasos a seguir en la investigación a la fuerza nacional.,Carrió no se arrepintió y redobló la apuesta contra Santiago Maldonado,http://www.eldestapeweb.com//caso-maldonado-investigan-si-noceti-le-anticipo-gendarmeria-los-peritajes-los-vehiculos-n34670,La desaparición de Maldonado,eldestapeweb,La desaparición de Maldonado
"Lejos de la “cultura del trabajo” que vocifera en cada discurso el presidente Mauricio Macri, lejos de “trabajar sábados y domingos” como pidió hace pocos meses y luego de decretar por DNU que se eliminen los feriados puentes; el primer mandatario se tomó el fin de semana largo y aprovechó para vacacionar en la ciudad de Mar del Plata en donde fue captado por las cámaras en la parrilla Los Toldos Viejos. Según precisó TN, el presidente arribó al restaurante junto a amigos al después de las diez de la noche, comieron las delicias del lugar y una hora y media después salieron rumbo a la residencia de Chapadmalal, donde llegaron el viernes junto a Antonia, para el cierre del Coloquio de IDEA.    Embed    Comiendo con amigos en la parrilla Los Toldos Viejos de Mar del Plata pic.twitter.com/Bvv2V9vqtr — Mauricio Macri (@mauriciomacri) 16 de octubre de 2017         Antes de partir, Macri se sacó fotos con los mozos, el dueño y la gente que quiso una selfie y luego las posteó en las redes sociales. En 16 meses de gestión, Macri se tomó ya 67 días de vacaciones, con estos tres que acumuló. El Gobierno había eliminado por DNU los feriados puente pero una iniciativa de la oposición en el Congreso, con el sorpresivo apoyo de Cambiemos, terminó reestableciéndolos.",El primer mandatario y la primera dama fueron sorprendidos en una parrilla en Mar del Plata y ya acumula más de sesenta días de vacaciones en un año y medio de gestión.,Sergio Maldonado destrozó al Gobierno y se quebró,http://www.eldestapeweb.com//una-vez-mas-mauricio-macri-se-tomo-vacaciones-el-fin-semana-largo-n34669,Política,eldestapeweb,Mauricio Macri
"Cristina Kirchner cerrará su campaña este lunes, en un acto masivo en el estadio del Racing Club. Se espera que la ex Presidenta hable a las 16:30 como cierre, pero antes habrá distintos shows que tendrán un conductor muy especial: Pedro Rosemblat, El Cadete. El humorista que supo lucirse en Economía Política hasta el despido de Roberto Navarro de C5N anunció en su cuenta de Instagram que él será el conductor del acto en el estadio Presidente Juan Domingo Perón, de la ciudad de Avellaneda. El acto comenzará a las 14, pero las puertas de la cancha de Racing abrirán a las 12. Se espera una masiva movilización de organizaciones políticas, sindicales, sociales y familias autoconvocadas. Habrá shows previos, manejados por el carisma de Pedro Rosemblat, como previa a los discursos de Jorge Taiana y Cristina Kirchner. LEE MÁS ""Cómo es el cierre de campaña de Cristina en Racing""","La ex Presidenta hablará cerca de las 16:30, pero antes tendrá una conducción muy especial.","El fuerte pedido de Cristina por Maldonado: ""Todavía no sabemos dónde está""",http://www.eldestapeweb.com//el-cadete-conducira-el-acto-cristina-racing-n34668,Política,eldestapeweb,Elecciones 2017
"Cristina Kirchner cerrará su campaña este lunes, en un acto masivo en el estadio del Racing Club. Se espera que la ex Presidenta hable a las 16:30 como cierre, pero antes habrá distintos shows que tendrán un conductor muy especial: Pedro Rosemblat, El Cadete.  El humorista que supo lucirse en Economía Política hasta el despido de Roberto Navarro de C5N anunció en su cuenta de Instagram que él será el conductor del acto en el estadio Presidente Juan Domingo Perón, de la ciudad de Avellaneda. El acto comenzará a las 14, pero las puertas de la cancha de Racing abrirán a las 12.  Se espera una masiva movilización de organizaciones políticas, sindicales, sociales y familias autoconvocadas. Habrá shows previos, manejados por el carisma de Pedro Rosemblat, como previa a los discursos de Jorge Taiana y Cristina Kirchner.",Pedro Rosemblat lo anunció en sus redes sociales. Será la antesala al discurso de la ex Presidenta en horas de la tarde.,"El fuerte pedido de Cristina por Maldonado: ""Todavía no sabemos dónde está""",http://www.eldestapeweb.com//el-cadete-conducira-el-acto-cristina-racing-n34667,Política,eldestapeweb,Elecciones 2017
"A una semana de las elecciones, la periodista Sandra Russo escribió un fuerte mensaje para pedir mayor participación popular a través de un posteo en su cuenta de Facebook al advertir: “No podemos responder solamente votando”. “Nos están acorralando aceleradamente. No podemos responder solamente votando. Tiene que haber organización popular en todas partes”, aseveró la ex panelista del programa 6 7 8 y pidió “actuar en defensa propia”, algo que “va más allá de las elecciones”.    Embed         “Vienen tiempos oscuros y de persecución”, advirtió Russo y disparó con que “estos tipos son salvajes y el periodismo se parece cada día más a los servicios”. Ante una panorama desolador para el periodismo, la escritora instó a que “es hora de conectarse y hacer todas las redes posibles, entre vecinos, militantes, organizaciones, sindicatos, amigos, colegas, gente de bien, para defendernos juntos y defender a quienes nos defienden”. Por último, arremetió: “A los que apoyaron en el Congreso la conformación de esta Corte Suprema, y el reendeudamiento, sobre todo a los que entraron con votos de Cristina y pactan con esta mafia, que les caiga una maldición”.",La ex panelista de 678 puso en el foco la libertad de expresión en tiempos del macrismo.,ORGASMO: La palabra que desencadenó una insólita pelea entre Pérez Volpin y Mariana Nannis,http://www.eldestapeweb.com//la-terrible-advertencia-sandra-russo-el-gobierno-cambiemos-n34666,medios,eldestapeweb,medios
"Cristina Kirchner cierra oficialmente su campaña para senadora nacional en un acto masivo en el estadio Presidente Juan Domingo Perón, del Racing Club de Avellaneda. La ex Presidenta hablará cerca de las 16:30 horas como cierre de un acto que tendrá gran parte de la liturgia peronista. El estado abrirá sus puertas desde las 12, aunque los primeros actos tendrán lugar a partir de las 14:00. Se espera que hable el segundo en la lista de senadores, Jorge Taiana, como preludio al discurso de CFK, que será alrededor de las 16:30, según dijeron fuentes de UC a El Destape. El acto tiene lugar un día antes de un día emblemático para el peronismo: el 17 de octubre, el Día de la Lealtad. Esto se notará en la puesta en escena, en donde abundarán las organizaciones políticas, sociales y sindicales del arco peronista-kirchnerista, además de los intendentes del conurbano que sostienen la candidatura de CFK. Además, las familias que quieran podrán asistir al campo de juego para estar más cerca de la ex mandataria, dijeron desde Unidad Ciudadana. A las 14 habrá shows previos con la misma gente y desde el escenario. También gana fuerza la versión de que Racing marcará la vuelta de la histórica marcha peronista de Hugo del Carril. Sin embargo, fuentes de la organización anticiparon a Noticias Argentinas que la puesta en escena será un ""mix entre la estética de la caravana peronista de La Matanza y la estética ciudadana"". Se estima que el estadio Juan Domingo Perón recibirá entre 50 y 60 mil personas, y se prevé que mucha gente quede afuera en las inmediaciones, una vez que se colme la capacidad.",La candidata a senadora nacional cierra oficialmente su campaña con un acto bien peronista en un escenario emblemático.,"El fuerte pedido de Cristina por Maldonado: ""Todavía no sabemos dónde está""",http://www.eldestapeweb.com//como-es-el-cierre-campana-cristina-kirchner-racing-n34665,Política,eldestapeweb,Elecciones 2017
"La diputada nacional Elisa Carrió volvió a plantear dudas sobre el paradero de Santiago Maldonado y, en lugar de pedir disculpas, se mostró desafiante con quienes la criticaron al afirmar que le terminarán pidiendo disculpas.  Pese a que las fuerzas de seguridad de Chile afirmaron que no tienen registros de ingresos o egresos recientes de Maldonado a ese país, la diputada ratificó su versión (sin justificar) que el joven podría estar oculto allí. Increíblemente, afirmó también que ""reza por él"" y que quiere que aparezca con vida.  ""El tiempo siempre me dio la razón, ¿qué van a decir los que me critican cuando el tiempo me dé la razón?"", dijo Carrió frente a Luis Majul. Carrió aludió así a las múltiples denuncias de corrupción que hizo durante estos años contra ex funcionarios kirchneristas y también contra miembros actuales de Cambiemos. ""Macri es un límite moral"", había dicho en 2014.  Se refirió, así, a sus dichos sobre Maldonado en el último debate de candidatos a diputados por la Capital Federal, en donde dijo que hay ""un 20% de posibilidades"" que Maldonado esté en Chile. En América TV, Carrió dijo que tiene información de ""contactos de afuera"" pero que no puede decirlos todavía. Es decir, siguió sin justificar por qué dijo lo que dijo.      Embed    Carrió redobló la apuesta con las repudiables frases sobre Maldonado y desafió: ""¿Que van a decir cuando el tiempo me dé la razón?"" pic.twitter.com/amjH2OG1ne — El Destape (@eldestapeweb) 16 de octubre de 2017",La diputada nacional volvió a embarrar la cancha en el caso que busca al joven tatuador.,El giro inesperado en la causa Maldonado que complica al asesor de Patricia Bullrich,http://www.eldestapeweb.com//carrio-desafiante-que-van-decir-cuando-el-tiempo-me-la-razon-santiago-maldonado-n34664,Política,eldestapeweb,La desaparición de Maldonado
