"","id","interes_politica","diario_mas_lee","grupos_influencia_su_opinion","autoposicionamiento_ideologico","autoposicionamiento_partidario","eval_gestion_NK","eval_futura_situacion_pais","progresismo_conservadurismo","nivel_nacionalismo","voto_comparado","voto_anterior_presidencial_2007","voto_anterior_caba_2006","pogr_estado_propietario_empresas","pogr_estado_interventor","cons_universidades_estatales_aranceladas","progr_adopcion_parejas_gay","cons_aumentar_penas","cons_bajar_edad_imputabilidad","pogr_control_precios_estado","sexo","edad","estud","trabajo","distrito","salud","pon","R_interes_politica","R_autoposicionamiento_ideologico","R_eval_gestion_NK","R_progresismo_conservadurismo","R_nacionalismo","R_pogr_estado_propietario_empresas","R_pogr_estado_interventor","R_cons_universidades_estatales_aranceladas","R_progr_adopcion_parejas_gay","R_cons_aumentar_penas","R_cons_bajar_edad_imputabilidad","R_pogr_control_precios_estado"
"347",347,"Bastante interesado","La Nación","Otros grupos","No sabe","PRO","Regular positiva","Peor que ahora","Algo conservadora","Muy nacionalista","Distinto que su padre","Cristina Kirchner","Mauricio Macri","Muy de acuerdo","Bastante de acuerdo","Algo en desacuerdo","Algo en desacuerdo","Bastante de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Mujer","50 a 65años","Terciario/ universitario","Trabaja",1," Obra social",0.425528873642081,"2_Interesado","9_NS","2_Positiva","2_Progresista","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"348",348,"Muy interesado","La Nación",NA,"Centroderecha","Peronismo","Regular Negativa","Peor que ahora","Algo progresista","Muy nacionalista","Igual que su padre","Roberto Lavagna","Mauricio Macri","Bastante de acuerdo","Muy en desacuerdo","Muy de acuerdo","Algo en desacuerdo","Algo en desacuerdo","Bastante de acuerdo","Muy en desacuerdo","Mujer","66 y más","Terciario/ universitario","Es jubilado o pensionado",1," Obra social",0.268532594116069,"2_Interesado","2_Derecha","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo"
"349",349,"Muy interesado","No lee diarios","Su pareja","No sabe","No sabe","Buena","Peor que ahora","No sabe","Ns/Nc","Distinto que su padre","No sabe","No sabe","Algo en desacuerdo","Algo en desacuerdo","No sabe","Muy en desacuerdo","Algo en desacuerdo","Bastante de acuerdo","Bastante de acuerdo","Mujer","66 y más","Secundario","Es estudiante",1,"No tiene cobertura",0.784825343662865,"2_Interesado","9_NS","2_Positiva","9_NS","9_NS","1_Desacuerdo","1_Desacuerdo","9_NS","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo"
"350",350,"Nada interesado","Otros",NA,"No sabe","No sabe","Mala","Peor que ahora","Decididamente progresista","Muy nacionalista","Distinto que su padre","No sabe","No sabe","Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Bastante de acuerdo","Algo en desacuerdo","Muy de acuerdo","Hombre","18 a 29 años","Secundario","Trabaja",1,"No tiene cobertura",2.16767322841093,"1_No interesado","9_NS","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo"
"351",351,"Muy interesado","Página 12",NA,"Izquierda","Otros partidos","Regular positiva","Igual que ahora","Decididamente progresista","Nada nacionalista","Distinto que su padre","En blanco","No sabe","Bastante de acuerdo","Muy de acuerdo","Muy en desacuerdo","Bastante de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Mujer","30 a 49 años","Terciario/ universitario","Trabaja",1,"Prepaga",0.544356173452499,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","1_No nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"352",352,"Bastante interesado","La Nación","Sus amigos","Centroderecha","Peronismo","Regular positiva","Igual que ahora","Algo conservadora","Poco nacionalista","Igual que su padre","Alberto Rodríguez Saa","Mauricio Macri","Algo en desacuerdo","Bastante de acuerdo","Bastante de acuerdo","Algo en desacuerdo","Algo en desacuerdo","Bastante de acuerdo","Algo en desacuerdo","Hombre","50 a 65años","Terciario/ universitario","Trabaja",1,"Prepaga",0.618227011084154,"2_Interesado","2_Derecha","2_Positiva","2_Progresista","1_No nacionalista","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo"
"353",353,"Bastante interesado","No lee diarios",NA,"Derecha","PRO","Regular positiva","Igual que ahora","No sabe","Ns/Nc","Ns/Nc","Alberto Rodríguez Saa","Mauricio Macri","No sabe","Bastante de acuerdo","Muy de acuerdo","Muy de acuerdo","No sabe","Bastante de acuerdo","Muy de acuerdo","Mujer","50 a 65años","Secundario","Está desocupado",1," Obra social",1.24366967665112,"2_Interesado","2_Derecha","2_Positiva","9_NS","9_NS","9_NS","2_Acuerdo","2_Acuerdo","2_Acuerdo","9_NS","2_Acuerdo","2_Acuerdo"
"354",354,"Bastante interesado","Clarín","Sus amigos","No sabe","PRO","Regular Negativa","Peor que ahora","No sabe","Muy nacionalista","Distinto que su padre","Elisa Carrió","Mauricio Macri","Bastante de acuerdo","Algo en desacuerdo","Algo en desacuerdo","Algo en desacuerdo","Bastante de acuerdo","Algo en desacuerdo","Algo en desacuerdo","Mujer","50 a 65años","Secundario","Está desocupado",1,"No tiene cobertura",1.24366967665112,"2_Interesado","9_NS","2_Positiva","9_NS","2_Nacionalista","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo"
"355",355,"Muy interesado","La Nación","Otros grupos","Centroderecha","PRO","Regular Negativa","Peor que ahora","Algo conservadora","Bastante nacionalista","Distinto que su padre","Elisa Carrió","En blanco","Muy de acuerdo","Muy de acuerdo","Algo en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Mujer","66 y más","Terciario/ universitario","Está desocupado",1," Obra social",0.268532594116069,"2_Interesado","2_Derecha","2_Positiva","2_Progresista","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo"
"356",356,"Bastante interesado","Página 12","Sus compañeros de estudio","Centroizquierda","PRO","Buena","Mejor que ahora","Algo progresista","Bastante nacionalista","Distinto que su padre","Elisa Carrió","Mauricio Macri","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Bastante de acuerdo","Muy de acuerdo","Muy de acuerdo","Mujer","50 a 65años","Terciario/ universitario","Está desocupado",1," Obra social",0.425528873642081,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"357",357,"Bastante interesado","La Nación","Otros grupos","Centroizquierda","Radicalismo","Buena","Mejor que ahora","Algo conservadora","Poco nacionalista","Ns/Nc","Cristina Kirchner","Mauricio Macri","Muy de acuerdo","Bastante de acuerdo","Algo en desacuerdo","Algo en desacuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Hombre","66 y más","Secundario","Es jubilado o pensionado",1,"Prepaga",1.14022868127134,"2_Interesado","1_Izquierda","2_Positiva","2_Progresista","1_No nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"358",358,"Muy interesado","Clarín","Su pareja","Centroderecha","PRO","Buena","Mejor que ahora","Decididamente progresista","Bastante nacionalista","Distinto que su padre","Cristina Kirchner","Mauricio Macri","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Mujer","66 y más","Terciario/ universitario","Es ama de casa",1,"Prepaga",0.268532594116069,"2_Interesado","2_Derecha","2_Positiva","1_Conservador","2_Nacionalista","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo"
"359",359,"Poco interesado","Clarín",NA,"Centroderecha","PRO","Buena","Peor que ahora","Decididamente progresista","Muy nacionalista","Distinto que su padre","Roberto Lavagna","Mauricio Macri","Bastante de acuerdo","Bastante de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Mujer","18 a 29 años","Terciario/ universitario","Está desocupado",1," Obra social",0.510503660171152,"1_No interesado","2_Derecha","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"360",360,"Nada interesado","La Nación",NA,"Centroderecha","No sabe","No sabe","Igual que ahora","Algo conservadora","Bastante nacionalista","Distinto que su padre","Ricardo López Murphy","Mauricio Macri","Algo en desacuerdo","Bastante de acuerdo","Bastante de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Bastante de acuerdo","Mujer","66 y más","Terciario/ universitario","Es jubilado o pensionado",1," Obra social",0.268532594116069,"1_No interesado","2_Derecha","9_NS","2_Progresista","2_Nacionalista","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo"
"361",361,"Muy interesado","Clarín",NA,"No sabe","Peronismo","Buena","No sabe","No sabe","Muy nacionalista","Igual que su padre","No sabe","Daniel Filmus","No sabe","Muy de acuerdo","Bastante de acuerdo","No sabe","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Hombre","66 y más","Secundario","Es jubilado o pensionado",1," Obra social",1.14022868127134,"2_Interesado","9_NS","2_Positiva","9_NS","2_Nacionalista","9_NS","2_Acuerdo","2_Acuerdo","9_NS","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"362",362,"Muy interesado","Clarín",NA,"Izquierda","Socialismo","Regular Negativa","Peor que ahora","No sabe","Muy nacionalista","Distinto que su padre","En blanco","Daniel Filmus","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Hombre","18 a 29 años","Primario","Es estudiante",1,"Prepaga",3.71124951407523,"2_Interesado","1_Izquierda","2_Positiva","9_NS","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"363",363,"Bastante interesado","No lee diarios","Su pareja","Centroizquierda","Radicalismo","Regular positiva","No sabe","Algo progresista","Poco nacionalista","Distinto que su padre","Roberto Lavagna","Daniel Filmus","Algo en desacuerdo","Muy de acuerdo","Algo en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Algo en desacuerdo","Hombre","30 a 49 años","Terciario/ universitario","Trabaja",1,"Prepaga",0.790864523947231,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","1_No nacionalista","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo"
"364",364,"Bastante interesado","Clarín",NA,"Centroizquierda","Radicalismo","Buena","Igual que ahora","Algo progresista","Muy nacionalista","Distinto que su padre","Cristina Kirchner","Daniel Filmus","Bastante de acuerdo","Muy de acuerdo","Bastante de acuerdo","Algo en desacuerdo","Muy en desacuerdo","Bastante de acuerdo","Bastante de acuerdo","Mujer","66 y más","Terciario/ universitario","Trabaja",1," Obra social",0.268532594116069,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo"
"365",365,"Bastante interesado","Clarín","Su familia","Centroizquierda","Peronismo","Regular positiva","Igual que ahora","Algo progresista","Poco nacionalista","Distinto que su padre","En blanco","No sabe","Bastante de acuerdo","Muy de acuerdo","Muy en desacuerdo","No sabe","Algo en desacuerdo","Muy en desacuerdo","Bastante de acuerdo","Hombre","18 a 29 años","Secundario","Trabaja",1," Obra social",2.16767322841093,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","1_No nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","9_NS","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"366",366,"Poco interesado","Clarín","Su familia","No sabe","No sabe","Regular positiva","Peor que ahora","Algo progresista","Ns/Nc","Ns/Nc","Cristina Kirchner","Mauricio Macri","Bastante de acuerdo","Muy de acuerdo","No sabe","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Mujer","66 y más","Secundario","Es estudiante",1,"No tiene cobertura",0.784825343662865,"1_No interesado","9_NS","2_Positiva","1_Conservador","9_NS","2_Acuerdo","2_Acuerdo","9_NS","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"367",367,"Muy interesado","Ámbito Financiero","Su familia","Centroizquierda","ARI","Regular positiva","Peor que ahora","Algo progresista","Bastante nacionalista","Igual que su padre","Elisa Carrió","Mauricio Macri","Algo en desacuerdo","Bastante de acuerdo","Bastante de acuerdo","Muy en desacuerdo","Bastante de acuerdo","Algo en desacuerdo","Muy en desacuerdo","Mujer","66 y más","Secundario","Trabaja",1," Obra social",0.784825343662865,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo"
"368",368,"Bastante interesado","Clarín","Su familia","Centroizquierda","Peronismo","Buena","Mejor que ahora","Algo progresista","Bastante nacionalista","Ns/Nc","Roberto Lavagna","No sabe","Bastante de acuerdo","Bastante de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Bastante de acuerdo","Mujer","30 a 49 años","Terciario/ universitario","Trabaja",1,"No tiene cobertura",0.544356173452499,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo"
"369",369,"Bastante interesado","Perfil","Su pareja","Centroizquierda","Socialismo","Regular positiva","Igual que ahora","Decididamente progresista","Bastante nacionalista","Distinto que su padre","En blanco","No sabe","Bastante de acuerdo","Muy de acuerdo","Muy en desacuerdo","Bastante de acuerdo","Algo en desacuerdo","Muy en desacuerdo","Bastante de acuerdo","Mujer","30 a 49 años","Terciario/ universitario","Trabaja",1," Obra social",0.544356173452499,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"370",370,"Muy interesado","La Nación","Otros grupos","Centroderecha","Otros partidos","Regular positiva","Mejor que ahora","Algo progresista","Poco nacionalista","Distinto que su padre","Roberto Lavagna","Mauricio Macri","Bastante de acuerdo","No sabe","Bastante de acuerdo","Muy de acuerdo","Bastante de acuerdo","Muy de acuerdo","Muy en desacuerdo","Mujer","50 a 65años","Terciario/ universitario","Está desocupado",1,"Prepaga",0.425528873642081,"2_Interesado","2_Derecha","2_Positiva","1_Conservador","1_No nacionalista","2_Acuerdo","9_NS","2_Acuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo"
"371",371,"Muy interesado","Clarín",NA,"Centroizquierda","Socialismo","Buena","Mejor que ahora","Decididamente progresista","Muy nacionalista","Distinto que su padre","Cristina Kirchner","Daniel Filmus","Muy de acuerdo","Bastante de acuerdo","Muy en desacuerdo","Bastante de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Bastante de acuerdo","Mujer","66 y más","Secundario","Es jubilado o pensionado",1," Obra social",0.784825343662865,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"372",372,"Muy interesado","No lee diarios",NA,"Centroizquierda","ARI","Mala","Peor que ahora","Algo progresista","Bastante nacionalista","Distinto que su padre","Elisa Carrió","Mauricio Macri","Bastante de acuerdo","Muy de acuerdo","Muy en desacuerdo","Bastante de acuerdo","Algo en desacuerdo","Bastante de acuerdo","Bastante de acuerdo","Mujer","18 a 29 años","Terciario/ universitario","Es estudiante",1," Obra social",0.510503660171152,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo"
"373",373,"Bastante interesado","No lee diarios",NA,"Centroderecha","PRO","Mala","Peor que ahora","Algo conservadora","Poco nacionalista","Distinto que su padre","Alberto Rodríguez Saa","Mauricio Macri","Muy en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Algo en desacuerdo","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Hombre","50 a 65años","Terciario/ universitario","Trabaja",1," Obra social",0.618227011084154,"2_Interesado","2_Derecha","2_Positiva","2_Progresista","1_No nacionalista","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo"
"374",374,"Muy interesado","Clarín","Sus amigos","Centroizquierda","Socialismo","Regular positiva","Mejor que ahora","Algo progresista","Ns/Nc","Distinto que su padre","Alberto Rodríguez Saa","Daniel Filmus","No sabe","Bastante de acuerdo","Muy en desacuerdo","No sabe","Muy en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Mujer","66 y más","Terciario/ universitario","Es jubilado o pensionado",1," Obra social",0.268532594116069,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","9_NS","9_NS","2_Acuerdo","1_Desacuerdo","9_NS","1_Desacuerdo","1_Desacuerdo","2_Acuerdo"
"375",375,"Muy interesado","Otros","No sabe","No sabe","Otros partidos","Regular Negativa","Igual que ahora","No sabe","Muy nacionalista","Ns/Nc","No sabe","No sabe","Bastante de acuerdo","Bastante de acuerdo","Muy en desacuerdo","Bastante de acuerdo","No sabe","Algo en desacuerdo","No sabe","Hombre","18 a 29 años","Terciario/ universitario","Es estudiante",1," Obra social",0.741682107899907,"2_Interesado","9_NS","2_Positiva","9_NS","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","9_NS","1_Desacuerdo","9_NS"
"376",376,"Poco interesado","Clarín","Su familia","No sabe","Peronismo","Regular positiva","Peor que ahora","No sabe","Poco nacionalista","Igual que su padre","Roberto Lavagna","Daniel Filmus","Muy de acuerdo","Bastante de acuerdo","Muy en desacuerdo","Algo en desacuerdo","Muy de acuerdo","Muy de acuerdo","Bastante de acuerdo","Mujer","18 a 29 años","Terciario/ universitario","Está desocupado",1," Obra social",0.510503660171152,"1_No interesado","9_NS","2_Positiva","9_NS","1_No nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"377",377,"Muy interesado","Clarín",NA,"Centroizquierda","Socialismo","Regular positiva","Mejor que ahora","Algo progresista","Muy nacionalista","Distinto que su padre","Cristina Kirchner","Daniel Filmus","Algo en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","Bastante de acuerdo","Mujer","30 a 49 años","Terciario/ universitario","Trabaja",1,"Prepaga",0.544356173452499,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"378",378,"Nada interesado","No lee diarios","Su pareja","No sabe","No sabe","No sabe","No sabe","No sabe","Ns/Nc","Ns/Nc","No sabe","No sabe","No sabe","No sabe","No sabe","No sabe","No sabe","No sabe","Muy de acuerdo","Hombre","30 a 49 años","Terciario/ universitario","Trabaja",1,"No tiene cobertura",0.790864523947231,"1_No interesado","9_NS","9_NS","9_NS","9_NS","9_NS","9_NS","9_NS","9_NS","9_NS","9_NS","2_Acuerdo"
"379",379,"Bastante interesado","Clarín","No sabe","Centroizquierda","PRO","Regular positiva","Igual que ahora","Algo progresista","Muy nacionalista","Distinto que su padre","Elisa Carrió","Mauricio Macri","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Algo en desacuerdo","Muy de acuerdo","Muy de acuerdo","Algo en desacuerdo","Hombre","50 a 65años","Terciario/ universitario","Trabaja",1,"Prepaga",0.618227011084154,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo"
"380",380,"Poco interesado","Clarín",NA,"Izquierda","Socialismo","Regular positiva","Mejor que ahora","Decididamente progresista","Ns/Nc","Ns/Nc","Elisa Carrió","En blanco","Bastante de acuerdo","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Algo en desacuerdo","Hombre","66 y más","Terciario/ universitario","Trabaja",1,"Prepaga",0.390135930420291,"1_No interesado","1_Izquierda","2_Positiva","1_Conservador","9_NS","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo"
"381",381,"Muy interesado","Página 12",NA,"Izquierda","Otros partidos","Regular Negativa","Mejor que ahora","Decididamente progresista","Nada nacionalista","Igual que su padre","Cristina Kirchner","Daniel Filmus","Bastante de acuerdo","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Muy en desacuerdo","Algo en desacuerdo","Mujer","30 a 49 años","Terciario/ universitario","Trabaja",1,"No tiene cobertura",0.544356173452499,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","1_No nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo"
"382",382,"Poco interesado","La Nación","No sabe","No sabe","PRO","Mala","Igual que ahora","No sabe","Poco nacionalista","Distinto que su padre","Elisa Carrió","Mauricio Macri","Algo en desacuerdo","Muy de acuerdo","Bastante de acuerdo","Muy en desacuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Mujer","30 a 49 años","Terciario/ universitario","Trabaja",1," Obra social",0.544356173452499,"1_No interesado","9_NS","2_Positiva","9_NS","1_No nacionalista","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"383",383,"Poco interesado","La Nación","Su familia","Izquierda","Otros partidos","Regular positiva","Igual que ahora","Algo conservadora","Muy nacionalista","Distinto que su padre","En blanco","Daniel Filmus","Bastante de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Algo en desacuerdo","No sabe","Algo en desacuerdo","Muy de acuerdo","Mujer","18 a 29 años","Terciario/ universitario","Trabaja",1,"No tiene cobertura",0.510503660171152,"1_No interesado","1_Izquierda","2_Positiva","2_Progresista","2_Nacionalista","2_Acuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","9_NS","1_Desacuerdo","2_Acuerdo"
"384",384,"Bastante interesado","Clarín",NA,"No sabe","Peronismo","Regular positiva","Peor que ahora","No sabe","Muy nacionalista","Distinto que su padre","Cristina Kirchner","Daniel Filmus","Muy de acuerdo","Muy de acuerdo","Muy en desacuerdo","Bastante de acuerdo","Bastante de acuerdo","No sabe","Bastante de acuerdo","Mujer","50 a 65años","Terciario/ universitario","Está desocupado",1,"No tiene cobertura",0.425528873642081,"2_Interesado","9_NS","2_Positiva","9_NS","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","9_NS","2_Acuerdo"
"385",385,"Bastante interesado","No lee diarios","No sabe","Izquierda","Socialismo","Regular positiva","Igual que ahora","Decididamente progresista","Nada nacionalista","Ns/Nc","No sabe","No sabe","Bastante de acuerdo","Muy de acuerdo","Muy en desacuerdo","Muy de acuerdo","No sabe","Muy en desacuerdo","Muy de acuerdo","Hombre","66 y más","Terciario/ universitario","Es jubilado o pensionado",1," Obra social",0.390135930420291,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","1_No nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","9_NS","1_Desacuerdo","2_Acuerdo"
"386",386,"Muy interesado","La Nación","Su pareja","Centroizquierda","Otros partidos","Regular positiva","Peor que ahora","Decididamente progresista","Bastante nacionalista","Distinto que su padre","Roberto Lavagna","En blanco","Muy de acuerdo","Bastante de acuerdo","Algo en desacuerdo","Algo en desacuerdo","Bastante de acuerdo","Bastante de acuerdo","Bastante de acuerdo","Hombre","66 y más","Terciario/ universitario","Es jubilado o pensionado",1," Obra social",0.390135930420291,"2_Interesado","1_Izquierda","2_Positiva","1_Conservador","2_Nacionalista","2_Acuerdo","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
"387",387,"Poco interesado","La Nación",NA,"Centroderecha","ARI","Regular Negativa","Peor que ahora","Algo progresista","Poco nacionalista","Ns/Nc","Elisa Carrió","Mauricio Macri","Algo en desacuerdo","Algo en desacuerdo","Bastante de acuerdo","Algo en desacuerdo","Bastante de acuerdo","Bastante de acuerdo","Muy en desacuerdo","Mujer","66 y más","Terciario/ universitario","Es jubilado o pensionado",1,"Prepaga",0.268532594116069,"1_No interesado","2_Derecha","2_Positiva","1_Conservador","1_No nacionalista","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo"
"388",388,"Poco interesado","La Nación","Su pareja","Centroizquierda","Otros partidos","Regular positiva","Peor que ahora","No sabe","Muy nacionalista","Distinto que su padre","En blanco","En blanco","Muy de acuerdo","Algo en desacuerdo","Algo en desacuerdo","Muy en desacuerdo","Muy en desacuerdo","Muy de acuerdo","Muy en desacuerdo","Mujer","30 a 49 años","Terciario/ universitario","Es estudiante",1,"Prepaga",0.544356173452499,"1_No interesado","1_Izquierda","2_Positiva","9_NS","2_Nacionalista","2_Acuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","1_Desacuerdo","2_Acuerdo","1_Desacuerdo"
"389",389,"Poco interesado","Otros",NA,"Izquierda","PRO","Buena","Mejor que ahora","Decididamente conservadora","Bastante nacionalista","Distinto que su padre","Cristina Kirchner","Mauricio Macri","Bastante de acuerdo","Muy de acuerdo","Bastante de acuerdo","Algo en desacuerdo","Muy de acuerdo","Muy de acuerdo","Muy de acuerdo","Hombre","18 a 29 años","Terciario/ universitario","Trabaja",1,"No tiene cobertura",0.741682107899907,"1_No interesado","1_Izquierda","2_Positiva","2_Progresista","2_Nacionalista","2_Acuerdo","2_Acuerdo","2_Acuerdo","1_Desacuerdo","2_Acuerdo","2_Acuerdo","2_Acuerdo"
